Title,Price,Date
"Amazon Basics Bluetooth Speaker, IPX6 Water Resistant, TWS Function, 9W, Powerful Bass, BT 5.0, Up to 15hrs Playtime*, microSD Card Slot, AUX Input, USB Support, in-Built Noise Cancelling Mic (Black)",899,2023-07-23
